page,line_enum,text,tokens,x0,y0,x1,y1,width,height,empty_line,only_special,only_special_len,text_wo_numbers,text_wo_numbers_len,text_duplicated,to_delete_line
34,13,"(c) In no event shall Miltenyi or its Affiliates be responsible or liable for any non-conformance or other defects in the Miltenyi Product(s),",23,50.04999923706055,228.2599639892578,544.9501953125,237.0974578857422,494.9252,8.86249,False,c In no event shall Miltenyi or its Affiliates be responsible or liable for any nonconformance or other defects in the Miltenyi Products,23,"(c) In no event shall Miltenyi or its Affiliates be responsible or liable for any non-conformance or other defects in the Miltenyi Product(s),",23,False,False
34,14,"including any non-conformance with the warranties in Section 11.1 and 11.2, to the extent resulting from improper use, handling, storage,",20,50.04999923706055,238.9914093017578,544.9498291015625,247.8289031982422,494.92483,8.86249,False,including any nonconformance with the warranties in Section 111 and 112 to the extent resulting from improper use handling storage,20,"including any non-conformance with the warranties in Section . and ., to the extent resulting from improper use, handling, storage,",20,False,False
34,15,"transportation, or disposal of the Miltenyi Product(s) after Delivery thereof (including without limitation failure to use the Miltenyi",18,50.04999923706055,249.0912628173828,544.9501953125,257.92877197265625,494.9252,8.86251,False,transportation or disposal of the Miltenyi Products after Delivery thereof including without limitation failure to use the Miltenyi,18,"transportation, or disposal of the Miltenyi Product(s) after Delivery thereof (including without limitation failure to use the Miltenyi",18,False,False
34,16,"Product(s) in accordance with the terms of this Agreement or the Product Specifications), accident, or from any other cause not",20,50.04999923706055,259.19134521484375,544.9493408203125,268.02886962890625,494.92434,8.86252,False,Products in accordance with the terms of this Agreement or the Product Specifications accident or from any other cause not,20,"Product(s) in accordance with the terms of this Agreement or the Product Specifications), accident, or from any other cause not",20,False,False
34,17,attributable to defective workmanship or failure to meet the Miltenyi Product Warranty on the part of Miltenyi or its Affiliates.,20,50.04999923706055,269.29119873046875,498.2373352050781,278.12872314453125,448.21234,8.86252,False,attributable to defective workmanship or failure to meet the Miltenyi Product Warranty on the part of Miltenyi or its Affiliates,20,attributable to defective workmanship or failure to meet the Miltenyi Product Warranty on the part of Miltenyi or its Affiliates.,20,False,False
34,18,"(d) Miltenyi’s warranty under Section 11.2 does not relate to the potential uses of Miltenyi Products by Bellicum, its Subcontractors or",21,50.04999923706055,287.59759521484375,544.9502563476562,296.43511962890625,494.92526,8.86252,False,d Miltenyis warranty under Section 112 does not relate to the potential uses of Miltenyi Products by Bellicum its Subcontractors or,21,"(d) Miltenyi’s warranty under Section . does not relate to the potential uses of Miltenyi Products by Bellicum, its Subcontractors or",21,False,False
34,19,"Licensees in relation to Third Party rights, even if foreseeable. Bellicum acknowledges that there may be proprietary rights owned by",20,50.04999923706055,298.32879638671875,544.95068359375,307.16632080078125,494.92568,8.86252,False,Licensees in relation to Third Party rights even if foreseeable Bellicum acknowledges that there may be proprietary rights owned by,20,"Licensees in relation to Third Party rights, even if foreseeable. Bellicum acknowledges that there may be proprietary rights owned by",20,False,False
34,20,Third Parties that may be necessary or desirable for the use of Miltenyi Products in connection with processes for the production and/or,22,50.04999923706055,308.42877197265625,544.9502563476562,317.26629638671875,494.92526,8.86252,False,Third Parties that may be necessary or desirable for the use of Miltenyi Products in connection with processes for the production andor,22,Third Parties that may be necessary or desirable for the use of Miltenyi Products in connection with processes for the production and/or,22,False,False
34,21,"use of Bellicum Products, and Bellicum agrees that (i) securing access to such Third Party rights regarding such use of Miltenyi Products",22,50.04999923706055,318.52886962890625,544.9498901367188,327.36639404296875,494.92489,8.86252,False,use of Bellicum Products and Bellicum agrees that i securing access to such Third Party rights regarding such use of Miltenyi Products,22,"use of Bellicum Products, and Bellicum agrees that (i) securing access to such Third Party rights regarding such use of Miltenyi Products",22,False,False
34,22,"in the manufacture or use of a Bellicum Product is Bellicum’s responsibility, and (ii) neither Miltenyi nor any of its Affiliates has any",23,50.04999923706055,328.62884521484375,544.9501953125,337.46636962890625,494.9252,8.86252,False,in the manufacture or use of a Bellicum Product is Bellicums responsibility and ii neither Miltenyi nor any of its Affiliates has any,23,"in the manufacture or use of a Bellicum Product is Bellicum’s responsibility, and (ii) neither Miltenyi nor any of its Affiliates has any",23,False,False
34,23,responsibility or liability with respect to any such Third Party proprietary rights regarding such use of Miltenyi Products in the,20,50.04999923706055,338.72882080078125,544.9498291015625,347.56634521484375,494.92483,8.86252,False,responsibility or liability with respect to any such Third Party proprietary rights regarding such use of Miltenyi Products in the,20,responsibility or liability with respect to any such Third Party proprietary rights regarding such use of Miltenyi Products in the,20,False,False
34,24,manufacture or use of a Bellicum Product.,7,50.04999923706055,348.82879638671875,202.18125915527344,357.66632080078125,152.15626,8.86252,False,manufacture or use of a Bellicum Product,7,manufacture or use of a Bellicum Product.,7,False,False
34,25,11.5 Remedies.,2,50.04999923706055,367.13507080078125,103.390625,375.97259521484375,53.36563,8.86252,False,115 Remedies,2,. Remedies.,2,False,False
34,26,"(a) Miltenyi’s sole obligation, and Bellicum’s sole and exclusive remedy for breach of the Miltenyi Product Warranty in Section 11.1, shall",21,50.04999923706055,386.07257080078125,544.9501953125,394.91009521484375,494.9252,8.86252,False,a Miltenyis sole obligation and Bellicums sole and exclusive remedy for breach of the Miltenyi Product Warranty in Section 111 shall,21,"(a) Miltenyi’s sole obligation, and Bellicum’s sole and exclusive remedy for breach of the Miltenyi Product Warranty in Section ., shall",21,False,False
34,27,"be as set forth in Article 7, including replacement or refund in accordance with Section 7.6, provided that Miltenyi shall pay reasonable",22,50.04999923706055,396.80377197265625,544.9503784179688,405.64129638671875,494.92538,8.86252,False,be as set forth in Article 7 including replacement or refund in accordance with Section 76 provided that Miltenyi shall pay reasonable,22,"be as set forth in Article , including replacement or refund in accordance with Section ., provided that Miltenyi shall pay reasonable",22,False,False
34,28,return freight and shipping charges.,5,50.04999923706055,406.90386962890625,177.5625457763672,415.74139404296875,127.53755,8.86252,False,return freight and shipping charges,5,return freight and shipping charges.,5,False,False
34,29,(b) In the event of breach of Miltenyi’s warranties in Section 11.2 due to an actual or alleged infringement of a Third Party’s Intellectual,24,50.04999923706055,425.21002197265625,544.9505004882812,434.04754638671875,494.9255,8.86252,False,b In the event of breach of Miltenyis warranties in Section 112 due to an actual or alleged infringement of a Third Partys Intellectual,24,(b) In the event of breach of Miltenyi’s warranties in Section . due to an actual or alleged infringement of a Third Party’s Intellectual,24,False,False
34,30,"Property Rights due to Miltenyi’s manufacture or sale, or Bellicum’s import, export or use of any Miltenyi Product, Miltenyi shall at its",22,50.04999923706055,435.94134521484375,544.9498901367188,444.77886962890625,494.92489,8.86252,False,Property Rights due to Miltenyis manufacture or sale or Bellicums import export or use of any Miltenyi Product Miltenyi shall at its,22,"Property Rights due to Miltenyi’s manufacture or sale, or Bellicum’s import, export or use of any Miltenyi Product, Miltenyi shall at its",22,False,False
34,31,option use [...***...] to either promptly and diligently negotiate a license from such Third Party at its own expense (including the payment,22,50.04999923706055,446.04132080078125,544.9500732421875,454.87884521484375,494.92507,8.86252,False,option use  to either promptly and diligently negotiate a license from such Third Party at its own expense including the payment,21,option use [...***...] to either promptly and diligently negotiate a license from such Third Party at its own expense (including the payment,22,False,False
34,32,due to the Third Party for such license) or modify the relevant Miltenyi Product(s) so that the supplied Miltenyi Product(s) are no longer,23,50.04999923706055,456.14129638671875,544.9508056640625,464.97882080078125,494.92581,8.86252,False,due to the Third Party for such license or modify the relevant Miltenyi Products so that the supplied Miltenyi Products are no longer,23,due to the Third Party for such license) or modify the relevant Miltenyi Product(s) so that the supplied Miltenyi Product(s) are no longer,23,False,False
34,33,"infringing but have equivalent functionality. If Miltenyi fails to negotiate such license or modify the applicable Miltenyi Product, and to the",21,50.04999923706055,466.24127197265625,544.9505615234375,475.07879638671875,494.92556,8.86252,False,infringing but have equivalent functionality If Miltenyi fails to negotiate such license or modify the applicable Miltenyi Product and to the,21,"infringing but have equivalent functionality. If Miltenyi fails to negotiate such license or modify the applicable Miltenyi Product, and to the",21,False,False
34,34,"extent Bellicum reasonably determines, following consultation with Miltenyi, that it is obligated to take a royalty-bearing license under any",19,50.04999923706055,476.34136962890625,544.9502563476562,485.17889404296875,494.92526,8.86252,False,extent Bellicum reasonably determines following consultation with Miltenyi that it is obligated to take a royaltybearing license under any,19,"extent Bellicum reasonably determines, following consultation with Miltenyi, that it is obligated to take a royalty-bearing license under any",19,False,False
